path,offset_sec,vstart_sec
pretrain/7hWUhEA6hxk/00002,0.0,0.16
pretrain/7hWUhEA6hxk/00003,1.2,0.96
pretrain/7hWUhEA6hxk/00004,2.0,0.32
pretrain/7hWUhEA6hxk/00005,1.8,0.8
pretrain/7hWUhEA6hxk/00006,-1.6,2.28
pretrain/7hWUhEA6hxk/00007,0.8,2.12
pretrain/7hWUhEA6hxk/00009,1.6,0.4
pretrain/7hWUhEA6hxk/00011,-2.0,2.44
pretrain/7hWUhEA6hxk/00012,0.6,1.84
pretrain/7hWUhEA6hxk/00014,-0.2,1.8
pretrain/7hWUhEA6hxk/00015,-0.6,1.72
pretrain/7hWUhEA6hxk/00018,2.0,0.56
pretrain/7hWUhEA6hxk/00019,0.4,0.04
pretrain/7hWUhEA6hxk/00020,1.4,1.12
pretrain/7hWUhEA6hxk/00021,-1.4,2.6
pretrain/7hWUhEA6hxk/00022,0.6,1.64
pretrain/7hWUhEA6hxk/00023,-1.6,2.8
pretrain/7hWUhEA6hxk/00025,2.0,0.44
pretrain/7hWUhEA6hxk/00026,-1.8,2.96
pretrain/7hWUhEA6hxk/00027,0.6,0.76
pretrain/7hWUhEA6hxk/00030,-0.6,2.6
pretrain/7icexlbjQnE/00004,1.0,1.92
pretrain/7icexlbjQnE/00005,-0.2,1.08
pretrain/7icexlbjQnE/00009,-0.2,1.56
pretrain/7icexlbjQnE/00011,1.8,1.12
pretrain/7icexlbjQnE/00014,0.6,1.84
pretrain/7icexlbjQnE/00016,1.2,1.24
pretrain/7icexlbjQnE/00018,1.6,0.2
pretrain/7icexlbjQnE/00019,-1.4,2.92
pretrain/7icexlbjQnE/00022,-1.8,1.96
pretrain/7icexlbjQnE/00023,1.4,0.6
pretrain/7jWMYjw5vjY/00002,-1.8,2.88
pretrain/7jx0dTYUO5E/00001,-1.6,1.88
pretrain/7jx0dTYUO5E/00003,1.8,0.8
pretrain/7jx0dTYUO5E/00006,0.2,2.68
pretrain/7jx0dTYUO5E/00009,-1.6,1.76
pretrain/7jx0dTYUO5E/00012,-0.4,2.0
pretrain/7jx0dTYUO5E/00014,0.0,2.76
pretrain/7jx0dTYUO5E/00015,1.0,0.88
pretrain/7jx0dTYUO5E/00021,0.4,0.36
pretrain/7jx0dTYUO5E/00026,0.0,1.48
pretrain/7jx0dTYUO5E/00027,0.6,1.24
pretrain/7jx0dTYUO5E/00030,0.4,2.0
pretrain/7jx0dTYUO5E/00031,-0.8,0.96
pretrain/7jx0dTYUO5E/00032,-0.2,0.48
pretrain/7jx0dTYUO5E/00035,-1.4,2.92
pretrain/7jx0dTYUO5E/00041,1.4,1.16
pretrain/7jx0dTYUO5E/00047,0.6,0.2
pretrain/7n9IOH0NvyY/00003,1.2,0.24
pretrain/7n9IOH0NvyY/00004,1.6,0.04
pretrain/7n9IOH0NvyY/00005,1.8,0.12
pretrain/7n9IOH0NvyY/00009,0.8,0.84
pretrain/7n9IOH0NvyY/00010,2.0,0.68
pretrain/7n9IOH0NvyY/00011,-1.8,2.2
pretrain/7n9IOH0NvyY/00015,-0.6,2.04
pretrain/7n9IOH0NvyY/00016,2.0,0.32
pretrain/7n9IOH0NvyY/00018,0.0,2.76
pretrain/7n9IOH0NvyY/00021,0.6,1.72
pretrain/7n9IOH0NvyY/00024,-1.4,1.56
pretrain/7n9IOH0NvyY/00027,2.0,0.16
pretrain/7n9IOH0NvyY/00028,-0.6,1.52
pretrain/7n9IOH0NvyY/00029,-0.6,1.28
pretrain/7n9IOH0NvyY/00030,1.6,0.56
pretrain/7n9IOH0NvyY/00031,0.4,0.2
pretrain/7n9IOH0NvyY/00032,1.4,0.52
pretrain/7n9IOH0NvyY/00033,-0.8,2.44
pretrain/7n9IOH0NvyY/00034,-1.8,2.72
pretrain/7n9IOH0NvyY/00037,-0.2,2.36
pretrain/7n9IOH0NvyY/00038,0.2,2.2
pretrain/7n9IOH0NvyY/00039,1.0,1.92
pretrain/7n9IOH0NvyY/00043,-0.8,2.2
pretrain/7n9IOH0NvyY/00045,-2.0,2.6
pretrain/7n9IOH0NvyY/00046,0.2,0.76
pretrain/7n9IOH0NvyY/00047,1.0,1.08
pretrain/7n9IOH0NvyY/00048,1.2,1.08
pretrain/7n9IOH0NvyY/00049,-2.0,2.04
pretrain/7nAU7KXXHEI/00001,2.0,0.88
pretrain/7nAU7KXXHEI/00002,0.2,2.16
pretrain/7nAU7KXXHEI/00003,2.0,0.04
pretrain/7nAU7KXXHEI/00006,-1.4,2.88
pretrain/7nAU7KXXHEI/00007,1.4,0.84
pretrain/7nAU7KXXHEI/00008,-0.6,2.0
pretrain/7nAU7KXXHEI/00009,-0.2,0.52
pretrain/7nAU7KXXHEI/00010,0.8,1.68
pretrain/7nAU7KXXHEI/00012,-0.2,1.32
pretrain/7nAU7KXXHEI/00013,2.0,0.32
pretrain/7nAU7KXXHEI/00014,-0.4,2.84
pretrain/7nAU7KXXHEI/00015,1.0,1.12
pretrain/7nAU7KXXHEI/00017,1.4,0.32
pretrain/7nAU7KXXHEI/00018,1.6,0.16
pretrain/7npLVcymHGc/00002,-0.6,2.16
pretrain/7npLVcymHGc/00005,-1.4,2.72
pretrain/7npLVcymHGc/00006,0.8,1.48
pretrain/7npLVcymHGc/00007,-1.4,2.04
pretrain/7npLVcymHGc/00010,-2.0,2.72
pretrain/7npLVcymHGc/00016,-0.2,2.88
pretrain/7npLVcymHGc/00022,0.4,2.56
pretrain/7npLVcymHGc/00025,2.0,0.0
pretrain/7npLVcymHGc/00026,-1.4,2.4
pretrain/7npLVcymHGc/00029,0.2,2.68
pretrain/7npLVcymHGc/00031,2.0,0.44
pretrain/7npLVcymHGc/00032,1.8,0.2
pretrain/7npLVcymHGc/00037,1.4,0.6
pretrain/7npLVcymHGc/00038,-1.2,2.32
pretrain/7npLVcymHGc/00043,0.6,0.0
pretrain/7npLVcymHGc/00044,-0.8,2.48
pretrain/7npLVcymHGc/00045,-1.8,2.8
pretrain/7npLVcymHGc/00046,-2.0,2.16
pretrain/7npLVcymHGc/00047,0.2,1.88
pretrain/7npLVcymHGc/00048,-1.6,2.28
pretrain/7npLVcymHGc/00049,-1.4,1.48
pretrain/7npLVcymHGc/00055,0.8,1.48
pretrain/7npLVcymHGc/00056,-1.0,2.28
pretrain/7npLVcymHGc/00057,-1.0,2.64
pretrain/7npLVcymHGc/00058,0.4,1.4
pretrain/7oDtWA9fFBU/00002,-1.4,2.96
pretrain/7oDtWA9fFBU/00003,0.0,0.88
pretrain/7oDtWA9fFBU/00004,1.4,0.4
pretrain/7p4zw4_qgUw/00001,1.4,0.52
pretrain/7p4zw4_qgUw/00004,1.6,0.12
pretrain/7p4zw4_qgUw/00006,-0.8,0.88
pretrain/7p4zw4_qgUw/00007,-0.4,2.08
pretrain/7p4zw4_qgUw/00009,1.8,0.6
pretrain/7p4zw4_qgUw/00010,1.4,0.52
pretrain/7p4zw4_qgUw/00011,0.4,1.28
pretrain/7p4zw4_qgUw/00014,1.0,1.44
pretrain/7p4zw4_qgUw/00017,-1.6,2.52
pretrain/7p4zw4_qgUw/00018,-1.8,2.4
pretrain/7p4zw4_qgUw/00019,-1.6,1.68
pretrain/7p4zw4_qgUw/00021,-2.0,2.52
pretrain/7p4zw4_qgUw/00022,-1.6,2.2
pretrain/7p4zw4_qgUw/00023,-1.4,1.92
pretrain/7p4zw4_qgUw/00024,0.4,1.56
pretrain/7p4zw4_qgUw/00025,-0.2,2.52
pretrain/7p4zw4_qgUw/00027,1.6,0.4
pretrain/7p4zw4_qgUw/00028,-1.2,1.32
pretrain/7p4zw4_qgUw/00031,2.0,0.16
pretrain/7rMYfiRNT7g/00001,-0.4,1.84
pretrain/7rMYfiRNT7g/00004,1.0,1.08
pretrain/7rMYfiRNT7g/00005,-1.4,1.68
pretrain/7rMYfiRNT7g/00006,-0.4,0.8
pretrain/7rMYfiRNT7g/00007,-1.0,1.4
pretrain/7rMYfiRNT7g/00009,-0.6,2.76
pretrain/7rMYfiRNT7g/00011,-0.6,1.04
pretrain/7rMYfiRNT7g/00012,-1.4,2.16
pretrain/7rMYfiRNT7g/00014,0.0,1.2
pretrain/7rMYfiRNT7g/00015,0.2,2.0
pretrain/7rMYfiRNT7g/00016,1.6,1.28
pretrain/7rMYfiRNT7g/00017,-0.8,1.24
pretrain/7rMYfiRNT7g/00019,-1.6,2.76
pretrain/7rMYfiRNT7g/00021,-1.6,2.68
pretrain/7rMYfiRNT7g/00022,-2.0,2.52
pretrain/7rMYfiRNT7g/00023,-1.8,1.92
pretrain/7rMYfiRNT7g/00024,0.8,0.52
pretrain/7rMYfiRNT7g/00025,-1.0,1.84
pretrain/7rMYfiRNT7g/00026,1.8,0.12
pretrain/7rMYfiRNT7g/00027,-0.6,1.6
pretrain/7rMYfiRNT7g/00028,0.4,1.48
pretrain/7rMYfiRNT7g/00029,0.0,1.96
pretrain/7rMYfiRNT7g/00030,-1.2,1.52
pretrain/7rVK0VYPWHk/00017,0.2,0.16
pretrain/7rVK0VYPWHk/00022,-0.8,1.56
pretrain/7s0CpRfyYp8/00020,-2.0,2.2
pretrain/7s2CoqypMLg/00001,1.8,0.12
pretrain/7s2CoqypMLg/00004,-1.6,2.04
pretrain/7s2CoqypMLg/00007,-0.4,1.44
pretrain/7s2CoqypMLg/00009,1.2,0.8
pretrain/7s2CoqypMLg/00011,-1.4,2.56
pretrain/7s2CoqypMLg/00013,0.2,1.36
pretrain/7s2CoqypMLg/00015,-2.0,2.88
pretrain/7s2CoqypMLg/00016,-1.8,1.84
pretrain/7s2CoqypMLg/00018,0.8,2.16
pretrain/7s2CoqypMLg/00022,0.6,1.8
pretrain/7s2CoqypMLg/00024,1.4,0.0
pretrain/7s2CoqypMLg/00025,-1.6,2.12
pretrain/7s2CoqypMLg/00026,-2.0,2.12
pretrain/7s2CoqypMLg/00027,1.0,0.72
pretrain/7s2CoqypMLg/00028,-0.8,1.8
pretrain/7shXEFuxHAA/00002,1.0,1.16
pretrain/7shXEFuxHAA/00003,-0.8,1.52
pretrain/7shXEFuxHAA/00006,-1.0,1.56
pretrain/7shXEFuxHAA/00007,0.0,1.36
pretrain/7shXEFuxHAA/00012,0.4,0.24
pretrain/7sqeoYOQ4qg/00004,1.4,1.56
pretrain/7sqeoYOQ4qg/00006,-0.4,1.56
pretrain/7sqeoYOQ4qg/00008,1.4,0.08
pretrain/7sqeoYOQ4qg/00011,2.0,0.76
pretrain/7sqeoYOQ4qg/00013,-1.6,2.08
pretrain/7sqeoYOQ4qg/00015,-1.6,2.76
pretrain/7sqeoYOQ4qg/00016,1.4,1.0
pretrain/7sqeoYOQ4qg/00018,-2.0,2.0
pretrain/7sqeoYOQ4qg/00021,-2.0,2.84
pretrain/7sqeoYOQ4qg/00022,1.0,1.32
pretrain/7sqeoYOQ4qg/00023,1.8,1.0
pretrain/7sqeoYOQ4qg/00024,1.4,0.56
pretrain/7sqeoYOQ4qg/00025,1.4,1.36
pretrain/7sqeoYOQ4qg/00027,2.0,0.56
pretrain/7sqeoYOQ4qg/00031,0.0,0.68
pretrain/7sqeoYOQ4qg/00033,1.4,0.56
pretrain/7sqeoYOQ4qg/00034,2.0,0.68
pretrain/7sqeoYOQ4qg/00035,-1.0,1.72
pretrain/7sqeoYOQ4qg/00038,-1.6,2.6
pretrain/7sqeoYOQ4qg/00039,0.8,1.88
pretrain/7sqeoYOQ4qg/00041,-1.0,2.32
pretrain/7sqeoYOQ4qg/00042,-1.4,1.96
pretrain/7sqeoYOQ4qg/00046,0.8,1.52
pretrain/7sqeoYOQ4qg/00049,-0.2,0.72
pretrain/7sxpKhIbr0E/00001,1.0,1.72
pretrain/7sxpKhIbr0E/00002,-0.2,0.72
pretrain/7sxpKhIbr0E/00004,1.6,0.08
pretrain/7sxpKhIbr0E/00006,-1.8,2.36
pretrain/7sxpKhIbr0E/00007,-1.0,1.16
pretrain/7sxpKhIbr0E/00008,1.8,1.12
pretrain/7sxpKhIbr0E/00010,0.6,0.28
pretrain/7sxpKhIbr0E/00011,2.0,0.08
pretrain/7sxpKhIbr0E/00016,-1.0,2.08
pretrain/7sxpKhIbr0E/00017,1.0,1.12
pretrain/7sxpKhIbr0E/00020,-2.0,2.96
pretrain/7sxpKhIbr0E/00021,1.0,0.08
pretrain/7sxpKhIbr0E/00023,-2.0,2.96
pretrain/7sxpKhIbr0E/00025,0.4,1.68
pretrain/7sxpKhIbr0E/00028,0.2,1.8
pretrain/7sxpKhIbr0E/00029,1.8,0.12
pretrain/7sxpKhIbr0E/00033,-0.8,2.16
pretrain/7sxpKhIbr0E/00034,1.2,1.24
pretrain/7sxpKhIbr0E/00038,1.8,1.12
pretrain/7tu9nJmr4Xs/00001,-0.4,0.48
pretrain/7tu9nJmr4Xs/00002,-1.4,2.04
pretrain/7tu9nJmr4Xs/00003,1.0,1.6
pretrain/7tu9nJmr4Xs/00007,-0.2,1.72
pretrain/7tu9nJmr4Xs/00008,1.0,1.8
pretrain/7tu9nJmr4Xs/00009,1.6,0.88
pretrain/7tu9nJmr4Xs/00010,1.4,0.16
pretrain/7tu9nJmr4Xs/00011,-1.0,2.72
pretrain/7tu9nJmr4Xs/00014,2.0,0.64
pretrain/7tu9nJmr4Xs/00015,-0.6,1.24
pretrain/7tu9nJmr4Xs/00017,1.8,0.2
pretrain/7tu9nJmr4Xs/00019,1.6,0.48
pretrain/7tu9nJmr4Xs/00022,1.6,0.64
pretrain/7tu9nJmr4Xs/00023,0.2,1.08
pretrain/7tu9nJmr4Xs/00024,1.2,0.36
pretrain/7tu9nJmr4Xs/00027,-1.8,2.72
pretrain/7tu9nJmr4Xs/00028,-0.6,1.28
pretrain/7tu9nJmr4Xs/00029,0.8,1.44
pretrain/7tu9nJmr4Xs/00034,1.4,1.56
pretrain/7tu9nJmr4Xs/00035,2.0,0.56
pretrain/7tu9nJmr4Xs/00036,0.0,0.36
pretrain/7udZ5ux0dYE/00003,1.0,0.0
pretrain/7udZ5ux0dYE/00004,0.2,0.04
pretrain/7udZ5ux0dYE/00012,-1.4,2.92
pretrain/7udZ5ux0dYE/00014,2.0,0.24
pretrain/7udZ5ux0dYE/00017,1.0,0.72
pretrain/7udZ5ux0dYE/00022,-0.4,1.2
pretrain/7udZ5ux0dYE/00023,1.8,1.08
pretrain/7udZ5ux0dYE/00025,-2.0,2.88
pretrain/7vsO7_HLJMI/00001,-0.6,1.28
pretrain/7vsO7_HLJMI/00002,2.0,0.16
pretrain/7vsO7_HLJMI/00003,-1.4,2.2
pretrain/7vsO7_HLJMI/00004,1.8,0.64
pretrain/7vsO7_HLJMI/00006,-1.2,2.4
pretrain/7vsO7_HLJMI/00008,1.2,0.88
pretrain/7vsO7_HLJMI/00009,-2.0,2.84
pretrain/7vsO7_HLJMI/00010,-1.6,2.04
pretrain/7vsO7_HLJMI/00011,0.4,2.56
pretrain/7vsO7_HLJMI/00012,2.0,0.64
pretrain/7vsO7_HLJMI/00013,-0.4,1.44
pretrain/7vsO7_HLJMI/00015,-0.6,1.12
pretrain/7vsO7_HLJMI/00019,-1.4,2.96
pretrain/7vsO7_HLJMI/00021,0.8,0.08
pretrain/7vsO7_HLJMI/00022,0.0,0.96
pretrain/7vsO7_HLJMI/00024,-0.2,0.64
pretrain/7vsO7_HLJMI/00025,-2.0,2.72
pretrain/7vsO7_HLJMI/00029,0.6,0.6
pretrain/7vsO7_HLJMI/00032,1.4,1.44
pretrain/7vsO7_HLJMI/00033,-1.6,2.32
pretrain/7vsO7_HLJMI/00035,0.4,1.4
pretrain/7vsO7_HLJMI/00036,1.0,1.88
pretrain/7vsO7_HLJMI/00037,2.0,0.68
pretrain/7vsO7_HLJMI/00040,0.4,2.24
pretrain/7wJTgUCxnKA/00001,-1.2,1.2
pretrain/7wJTgUCxnKA/00003,-1.4,1.96
pretrain/7wJTgUCxnKA/00008,0.8,1.2
pretrain/7wJTgUCxnKA/00012,1.8,0.48
pretrain/7wJTgUCxnKA/00015,0.0,0.16
pretrain/7wJTgUCxnKA/00018,-2.0,2.08
pretrain/7wJTgUCxnKA/00024,-1.4,2.72
pretrain/7wJTgUCxnKA/00025,1.0,0.44
pretrain/7wJTgUCxnKA/00026,1.8,0.16
pretrain/7wJTgUCxnKA/00032,0.4,1.64
pretrain/7wJTgUCxnKA/00035,-1.6,1.72
pretrain/7wJTgUCxnKA/00036,-0.8,1.4
pretrain/7wJTgUCxnKA/00039,0.4,0.44
pretrain/7wJTgUCxnKA/00040,1.2,1.16
pretrain/7wJTgUCxnKA/00043,-0.2,0.68
pretrain/7zT7iKmfrCU/00001,0.4,0.56
pretrain/7zT7iKmfrCU/00002,-0.6,2.08
pretrain/8-6-5vZG__k/00001,-0.8,1.72
pretrain/8-6-5vZG__k/00002,-0.4,0.64
pretrain/8-6-5vZG__k/00003,-0.4,1.4
pretrain/8-6-5vZG__k/00004,-0.6,2.52
pretrain/8-6-5vZG__k/00005,1.0,0.24
pretrain/8-6-5vZG__k/00007,1.8,0.8
pretrain/8-6-5vZG__k/00009,0.4,2.2
pretrain/8-6-5vZG__k/00010,-0.6,0.92
pretrain/8-6-5vZG__k/00011,1.6,1.12
pretrain/8-6-5vZG__k/00012,-0.8,2.68
pretrain/8-6-5vZG__k/00013,-1.0,1.16
pretrain/8-6-5vZG__k/00014,-0.2,1.24
pretrain/8-6-5vZG__k/00015,1.4,1.32
pretrain/8-6-5vZG__k/00016,1.4,1.32
pretrain/8-6-5vZG__k/00017,1.2,0.16
pretrain/8-6-5vZG__k/00019,-0.4,0.84
pretrain/80GqbW1MmQM/00004,0.2,1.84
pretrain/80GqbW1MmQM/00005,-0.8,2.48
pretrain/80GqbW1MmQM/00006,-0.6,2.52
pretrain/80GqbW1MmQM/00007,-1.4,1.48
pretrain/80GqbW1MmQM/00008,-1.2,2.64
pretrain/80GqbW1MmQM/00009,1.4,0.32
pretrain/80GqbW1MmQM/00013,0.8,1.32
pretrain/80GqbW1MmQM/00014,1.4,0.2
pretrain/80GqbW1MmQM/00015,-2.0,2.12
pretrain/80GqbW1MmQM/00016,0.0,2.08
pretrain/80GqbW1MmQM/00017,-2.0,2.56
pretrain/80GqbW1MmQM/00018,0.4,2.36
pretrain/80GqbW1MmQM/00020,-1.4,2.16
pretrain/80GqbW1MmQM/00022,0.0,0.2
pretrain/80GqbW1MmQM/00023,1.4,0.88
pretrain/80GqbW1MmQM/00024,-0.4,1.64
pretrain/80GqbW1MmQM/00026,-1.6,2.68
pretrain/80GqbW1MmQM/00028,0.8,1.64
pretrain/80GqbW1MmQM/00029,1.6,0.4
pretrain/80GqbW1MmQM/00030,1.6,0.04
pretrain/80GqbW1MmQM/00033,-0.6,2.28
pretrain/84QouBqCIWg/00005,-1.4,2.0
pretrain/855Now8h5Rs/00002,2.0,0.8
pretrain/855Now8h5Rs/00004,0.2,1.8
pretrain/855Now8h5Rs/00006,-1.2,1.2
pretrain/855Now8h5Rs/00007,1.8,0.44
pretrain/855Now8h5Rs/00013,1.4,0.24
pretrain/855Now8h5Rs/00017,-1.4,1.76
pretrain/855Now8h5Rs/00018,1.4,1.48
pretrain/855Now8h5Rs/00019,-0.6,1.16
pretrain/855Now8h5Rs/00020,1.0,1.88
pretrain/855Now8h5Rs/00021,0.2,0.2
pretrain/855Now8h5Rs/00022,-1.2,2.72
pretrain/855Now8h5Rs/00023,-0.6,2.28
pretrain/855Now8h5Rs/00024,-0.4,0.68
pretrain/855Now8h5Rs/00025,0.8,1.44
pretrain/85hbMtegrLc/00001,-0.2,1.92
pretrain/85hbMtegrLc/00003,-1.2,1.24
pretrain/85hbMtegrLc/00005,-0.8,1.48
pretrain/85hbMtegrLc/00007,-0.4,2.28
pretrain/85hbMtegrLc/00009,1.0,1.0
pretrain/85hbMtegrLc/00011,-0.8,2.08
pretrain/85hbMtegrLc/00012,-1.4,1.88
pretrain/85hbMtegrLc/00014,-0.4,0.72
pretrain/85hbMtegrLc/00016,-1.8,2.2
pretrain/85hbMtegrLc/00018,-1.2,2.24
pretrain/85hbMtegrLc/00019,-1.6,2.64
pretrain/85hbMtegrLc/00021,-0.8,2.64
pretrain/85hbMtegrLc/00022,-2.0,2.56
pretrain/85hbMtegrLc/00025,-0.6,2.0
pretrain/86Hyq4bBpA0/00001,1.2,1.4
pretrain/86Hyq4bBpA0/00002,0.2,2.2
pretrain/86Hyq4bBpA0/00003,-1.4,1.92
pretrain/86Hyq4bBpA0/00005,1.2,0.0
pretrain/86Hyq4bBpA0/00006,-0.8,1.44
pretrain/86Hyq4bBpA0/00007,1.8,0.64
pretrain/86Hyq4bBpA0/00008,0.4,2.36
pretrain/86x-u-tz0MA/00001,1.0,0.68
pretrain/86x-u-tz0MA/00002,-2.0,2.04
pretrain/86x-u-tz0MA/00003,1.4,0.32
pretrain/86x-u-tz0MA/00004,1.4,0.84
pretrain/86x-u-tz0MA/00005,1.2,1.0
pretrain/86x-u-tz0MA/00007,-2.0,2.0
pretrain/86x-u-tz0MA/00008,1.2,1.28
pretrain/86x-u-tz0MA/00009,1.2,0.84
pretrain/86x-u-tz0MA/00010,1.4,1.56
pretrain/86x-u-tz0MA/00011,0.0,0.84
pretrain/86x-u-tz0MA/00013,1.2,0.08
pretrain/86x-u-tz0MA/00014,1.2,0.68
pretrain/86x-u-tz0MA/00016,-0.2,0.64
pretrain/86x-u-tz0MA/00017,2.0,0.04
pretrain/86x-u-tz0MA/00019,-0.6,0.68
pretrain/86x-u-tz0MA/00023,1.0,1.2
pretrain/86x-u-tz0MA/00024,1.2,0.56
pretrain/86x-u-tz0MA/00025,-1.4,2.84
pretrain/86x-u-tz0MA/00026,1.6,1.36
pretrain/86x-u-tz0MA/00027,0.0,2.48
pretrain/86x-u-tz0MA/00028,-1.8,2.16
pretrain/86x-u-tz0MA/00029,0.8,0.48
pretrain/86x-u-tz0MA/00036,-0.4,2.44
pretrain/86x-u-tz0MA/00039,-0.2,0.6
pretrain/86x-u-tz0MA/00046,-1.2,1.4
pretrain/86x-u-tz0MA/00049,1.8,0.24
pretrain/86x-u-tz0MA/00051,0.8,1.72
pretrain/86x-u-tz0MA/00052,1.0,1.24
pretrain/86x-u-tz0MA/00054,-1.2,2.48
pretrain/86x-u-tz0MA/00055,-1.2,2.04
pretrain/86x-u-tz0MA/00058,-1.6,1.96
pretrain/86x-u-tz0MA/00059,-1.0,1.4
pretrain/86x-u-tz0MA/00060,0.4,2.4
pretrain/86x-u-tz0MA/00061,1.0,0.32
pretrain/88_lA2EZxtY/00001,0.8,1.16
pretrain/88_lA2EZxtY/00002,-1.2,2.4
pretrain/88_lA2EZxtY/00003,-1.0,1.68
pretrain/88_lA2EZxtY/00006,1.6,0.0
pretrain/88_lA2EZxtY/00008,2.0,0.48
pretrain/88_lA2EZxtY/00009,1.4,0.04
pretrain/88_lA2EZxtY/00011,-1.4,2.28
pretrain/88_lA2EZxtY/00012,0.0,0.2
pretrain/88_lA2EZxtY/00013,-0.8,2.28
pretrain/88_lA2EZxtY/00014,1.4,1.44
pretrain/88_lA2EZxtY/00015,-1.2,2.84
pretrain/88_lA2EZxtY/00016,0.2,2.0
pretrain/88_lA2EZxtY/00017,0.4,0.44
pretrain/88_lA2EZxtY/00018,-1.4,1.72
pretrain/88_lA2EZxtY/00019,0.8,0.28
pretrain/88_lA2EZxtY/00020,-0.4,0.48
pretrain/88_lA2EZxtY/00021,-0.6,0.88
pretrain/88_lA2EZxtY/00023,-0.2,2.44
pretrain/89Dhye1lgik/00001,1.2,1.16
pretrain/89Dhye1lgik/00002,-0.2,1.84
pretrain/89Dhye1lgik/00003,-1.0,2.6
pretrain/89Dhye1lgik/00004,1.2,1.04
pretrain/89Dhye1lgik/00005,1.8,0.24
pretrain/89Dhye1lgik/00006,1.6,0.52
pretrain/89Dhye1lgik/00007,-0.6,2.72
pretrain/89Dhye1lgik/00008,-1.2,2.84
pretrain/89Dhye1lgik/00009,0.6,2.12
pretrain/89Dhye1lgik/00010,0.2,1.36
pretrain/89Dhye1lgik/00011,1.0,1.0
pretrain/89Dhye1lgik/00012,1.0,0.6
pretrain/89Dhye1lgik/00014,0.0,2.16
pretrain/89Dhye1lgik/00015,-0.4,1.16
pretrain/89Dhye1lgik/00016,2.0,0.48
pretrain/89Dhye1lgik/00017,-0.8,2.4
pretrain/89Dhye1lgik/00018,-1.0,1.96
pretrain/89Dhye1lgik/00019,0.6,0.76
pretrain/8C2t8P809x8/00001,-0.4,2.12
pretrain/8C2t8P809x8/00002,1.4,1.12
pretrain/8C2t8P809x8/00004,-0.6,1.0
pretrain/8C2t8P809x8/00008,-0.4,0.76
pretrain/8C2t8P809x8/00009,-1.8,2.72
pretrain/8C2t8P809x8/00011,-1.8,2.96
pretrain/8C2t8P809x8/00012,0.0,0.8
pretrain/8C2t8P809x8/00013,0.0,1.8
pretrain/8C2t8P809x8/00015,1.8,0.2
pretrain/8C2t8P809x8/00016,1.6,1.08
pretrain/8C2t8P809x8/00017,-1.2,2.2
pretrain/8C2t8P809x8/00019,0.4,0.72
pretrain/8C2t8P809x8/00022,-2.0,2.28
pretrain/8COaMKbNrX0/00001,-1.0,1.56
pretrain/8COaMKbNrX0/00004,-1.8,2.16
pretrain/8COaMKbNrX0/00005,1.4,0.4
pretrain/8COaMKbNrX0/00007,0.4,1.48
pretrain/8COaMKbNrX0/00008,0.4,2.28
pretrain/8COaMKbNrX0/00010,1.8,0.8
pretrain/8COaMKbNrX0/00011,0.6,1.24
pretrain/8COaMKbNrX0/00012,-1.4,1.72
pretrain/8COaMKbNrX0/00013,0.4,1.52
pretrain/8COaMKbNrX0/00018,1.0,1.36
pretrain/8COaMKbNrX0/00021,0.8,1.08
pretrain/8COaMKbNrX0/00022,-1.6,1.96
pretrain/8COaMKbNrX0/00023,0.0,2.28
pretrain/8COaMKbNrX0/00025,-0.2,1.56
pretrain/8COaMKbNrX0/00027,-1.8,2.0
pretrain/8COaMKbNrX0/00029,-0.4,2.0
pretrain/8COaMKbNrX0/00030,-1.2,2.32
pretrain/8COaMKbNrX0/00038,-1.8,1.88
pretrain/8Dv2Hdf5TRg/00001,-2.0,2.24
pretrain/8Dv2Hdf5TRg/00002,1.8,0.28
pretrain/8Dv2Hdf5TRg/00006,1.2,0.92
pretrain/8Dv2Hdf5TRg/00010,1.8,0.16
pretrain/8Dv2Hdf5TRg/00014,1.4,1.48
pretrain/8Dv2Hdf5TRg/00015,2.0,0.04
pretrain/8Dv2Hdf5TRg/00018,1.0,0.12
pretrain/8Dv2Hdf5TRg/00020,1.2,0.64
pretrain/8Dv2Hdf5TRg/00021,-0.4,2.08
pretrain/8Dv2Hdf5TRg/00022,1.4,0.32
pretrain/8Dv2Hdf5TRg/00023,1.8,0.68
pretrain/8Dv2Hdf5TRg/00024,-1.0,2.52
pretrain/8Dv2Hdf5TRg/00025,1.2,0.32
pretrain/8Dv2Hdf5TRg/00026,1.8,0.44
pretrain/8Dv2Hdf5TRg/00027,-1.2,1.4
pretrain/8Dv2Hdf5TRg/00028,-1.8,2.64
pretrain/8Dv2Hdf5TRg/00030,1.8,0.0
pretrain/8Dv2Hdf5TRg/00031,-0.4,2.76
pretrain/8Dv2Hdf5TRg/00032,-0.2,0.28
pretrain/8FKYe2v0teI/00002,-1.6,2.24
pretrain/8FKYe2v0teI/00003,1.0,1.76
pretrain/8FKYe2v0teI/00004,1.4,1.0
pretrain/8FKYe2v0teI/00008,0.8,2.12
pretrain/8FKYe2v0teI/00009,0.2,0.84
pretrain/8FKYe2v0teI/00010,0.0,1.08
pretrain/8FKYe2v0teI/00012,-1.8,1.88
pretrain/8FKYe2v0teI/00013,-1.4,1.84
pretrain/8FKYe2v0teI/00014,0.4,0.16
pretrain/8FKYe2v0teI/00015,2.0,0.16
pretrain/8FKYe2v0teI/00017,1.6,0.4
